YearMonth,NoOfEvents,GoldStein,ToneCount,Actor1CountryCode,Actor2CountryCode
201601,1,2.8,2.96296296296296,ABW,NLD
201601,2,-5,-3.28947368421052,ABW,VEN
201601,2,2.5,1.202399582681275,AFG,ARE
201601,35,2.9599999999999995,0.35102818703664534,AFG,AUS
201601,1,1.9,-4.09448818897638,AFG,AZE
201601,2,3,-3.82978723404255,AFG,BGD
201601,19,3.6947368421052627,-0.39946732395544116,AFG,CAN
201601,40,2.8250000000000006,0.40537452156797443,AFG,CHE
201601,135,3.6162962959430831,0.17352951981430689,AFG,CHN
201601,4,1.375,-1.4807815367507176,AFG,CZE
201601,5,4.24,-1.4740522070727298,AFG,DEU
201601,4,-5,-9.4388694724015849,AFG,DNK
201601,3,1.3999999999999997,-0.0312109862671668,AFG,EGY
201601,15,-6.4266666666666667,-4.8117035436366269,AFG,ESP
201601,9,3.6222222328186038,-2.226677052101,AFG,EUR
201601,10,-1.5,-6.0151525105303616,AFG,FRA
201601,22,1.6136363636363631,-1.8585830602944298,AFG,GBR
201601,4,-0.65,-8.3185639690637618,AFG,GHA
201601,4,-1.5,-1.1970787832856851,AFG,GRD
201601,1,-10,-3.22580645161291,AFG,HRV
201601,31,1.3225806451612898,0.69567449491507183,AFG,IND
201601,118,2.4491525423728819,-0.42118048449205708,AFG,IRN
201601,10,3.9599999999999995,-4.1602001091658414,AFG,IRQ
201601,4,1,-1.7341619887730551,AFG,ISR
201601,60,-2.973333333333334,-4.7409176498200338,AFG,ITA
201601,2,1,1.7897231229733044,AFG,JOR
201601,1,3.4,1.85375901132853,AFG,JPN
201601,6,3.0666666666666664,-2.3159668880987749,AFG,KOR
201601,1,2.8,-3.57598978288633,AFG,MCO
201601,2,1,-4.41176470588235,AFG,MDV
201601,5,-3.6,-3.5202249979320035,AFG,MEX
201601,3,3,-1.41557128412538,AFG,MYS
201601,2,2.5,-3.99334442595674,AFG,NOR
201601,2,2.8,-2.21238938053098,AFG,NZL
201601,817,-1.3580171358629134,-3.6549778685856777,AFG,PAK
201601,1,2.8,-4.86757337151038,AFG,PSE
201601,40,-0.31499999999999984,-2.1399127394600086,AFG,QAT
201601,98,-5.1336734693877553,-6.14891544610503,AFG,RUS
201601,8,3.9625,-1.2056608265843749,AFG,SAS
201601,96,2.1468750000000005,-1.255605782334462,AFG,SAU
201601,2,3.5,-3.43007915567283,AFG,SWE
201601,8,5.85,-6.0513615042826618,AFG,SYR
201601,8,-3.2249999999999996,-3.957274805755139,AFG,TJK
201601,12,1.1666666666666667,0.28013494130479,AFG,TKM
201601,24,5.0833333333333339,-0.32312819370857421,AFG,TUR
201601,1,-5,-10.9540636042403,AFG,UKR
201601,487,2.0182751540041042,-2.4451766532050381,AFG,USA
201601,3,2.6,-3.6946011888371504,AFG,UZB
201601,5,1.3599999999999999,-0.49236189499191385,AFG,WST
201601,5,4.6,0.670725384003576,AFR,AGO
201601,3,-5,5.2896725440806,AFR,ARE
201601,2,0,-4.65686274509804,AFR,AUS
201601,40,0.4175,-3.6114059195510761,AFR,BDI
201601,2,8,-11.5646258503401,AFR,BEL
201601,2,3.4,2.46995994659547,AFR,BEN
201601,15,-3.3733333333333335,-6.1757112724936416,AFR,BFA
201601,24,5.4083333333333341,6.863503450956185,AFR,BWA
201601,2,2,0.49679643542459495,AFR,CHE
201601,41,2.4829268292682918,2.3927087757968519,AFR,CHN
201601,16,3.2,-2.449761566083728,AFR,CIV
201601,3,-0.19999999999999998,0.42240422611048672,AFR,CMR
201601,2,5.2,-4.68603059341706,AFR,COD
201601,2,2.45,-2.199825792041505,AFR,COG
201601,1,3,0.46728971962617,AFR,CUB
201601,1,0,2.13032581453634,AFR,CYP
201601,5,4,1.409356725146202,AFR,DEU
201601,9,5.4,2.0413207862929421,AFR,DZA
201601,26,3.1884615384615382,0.8597090699970511,AFR,EGY
201601,2,-5,-3.5150645624103252,AFR,ERI
201601,2,7,1.48478099480326,AFR,ESP
201601,36,3.6527777777777777,0.79630233503338166,AFR,ETH
201601,1,7.4,-0.50933786078098,AFR,FIN
201601,1,7,-1.67865707434053,AFR,FJI
201601,23,1.9913043478260866,-3.6252215010492357,AFR,FRA
201601,4,1.4,-1.65859186589363,AFR,GAB
201601,30,-1.07,-2.2293037476245212,AFR,GBR
201601,12,4.6333333333333329,-3.0220167207439084,AFR,GHA
201601,3,-0.20000000000000018,1.10161501885555,AFR,GNB
201601,2,4,-0.45454545454545,AFR,GNQ
201601,2,2.8,0.609756097560975,AFR,HRV
201601,3,1.6666666666666667,0.28530670470756331,AFR,IDN
201601,14,-5.0714285714285712,-2.8127187091138053,AFR,IRN
201601,11,-9.5,-5.51582135441703,AFR,IRQ
201601,9,2.822222222222222,-0.5226679717393744,AFR,ISR
201601,1,2.8,-4.23076923076923,AFR,ITA
201601,3,1.8999999999999997,1.7208413001912,AFR,JOR
201601,5,3.9200000000000004,1.4764089345538722,AFR,JPN
201601,20,1.1350000000000002,0.10774446642737905,AFR,KEN
201601,2,3.4,2.30326295585412,AFR,KNA
201601,3,-2,-3.5391606522320203,AFR,KOR
201601,7,1.0571428571428569,-1.9972656772825883,AFR,LBR
201601,22,2.7045454545454537,-2.065708865979516,AFR,LBY
201601,1,-5,-3.03354746609565,AFR,LIE
201601,10,2.2,-3.3119123977295479,AFR,LKA
201601,14,2.4714285646166121,-2.25727974807914,AFR,LSO
201601,1,2.8,1.41843971631206,AFR,LUX
201601,15,1.0799999999999998,-1.3827867986438533,AFR,MAR
201601,1,1.9,0,AFR,MCO
201601,7,2.8000000000000003,2.16566149746646,AFR,MDV
201601,3,2.1999999999999997,2.44999397248532,AFR,MEX
201601,1,0,-2.76679841897233,AFR,MLI
201601,3,7,-0.84610472541507009,AFR,MLT
201601,7,3.4999999999999996,-0.47128963914218425,AFR,MOZ
201601,1,-10,-6.50557620817844,AFR,MRT
201601,4,-1.25,-3.545143566599215,AFR,MWI
