YearMonth,NoOfEvents,GoldStein,ToneCount,Actor1CountryCode,Actor2CountryCode
201606,15,0.15333333333333338,-0.67804953319656724,ABW,NLD
201606,30,1.79,-0.66402604951031108,ABW,USA
201606,102,4.4519607843137257,2.7918472195126469,ABW,VEN
201606,14,-1.7642857142857142,-2.6437776761164,AFG,AFR
201606,40,1.7725000000000002,0.39208498300905709,AFG,ARE
201606,16,8,-0.72516752304606813,AFG,ASA
201606,50,0.98199999999999965,-2.8732453118689762,AFG,AUS
201606,15,-2.2,-6.1457174293715164,AFG,AUT
201606,13,-8.0846153846153843,-2.1706718501104847,AFG,AZE
201606,39,1.2589743589743587,-0.82636779654873627,AFG,BEL
201606,31,0.85161290322580652,-4.5437385247312863,AFG,BGD
201606,45,-1.36,-5.6123230973885558,AFG,BGR
201606,29,1.8620689655172413,-1.5646547063533855,AFG,BLR
201606,163,-4.4546012269938648,-5.1980954563875379,AFG,CAN
201606,18,1.6444444444444444,-0.43847466642691274,AFG,CAS
201606,307,2.5589576547231276,0.76720583125451758,AFG,CHE
201606,383,2.3537859007832891,-1.4079409157334386,AFG,CHN
201606,11,-0.26363636363636384,-4.0233394412530492,AFG,CUB
201606,83,0.53253012048192772,-2.6542941840189167,AFG,DEU
201606,41,1.0073170731707315,-2.0424117031799662,AFG,DNK
201606,19,1.3947368421052633,-4.4495779053571685,AFG,EGY
201606,22,-1.7772727272727276,-2.2259622075301921,AFG,ESP
201606,159,1.5849056603773592,-3.8648015801071489,AFG,EUR
201606,106,-2.0075471698113208,-3.581904924876647,AFG,FRA
201606,295,0.92237288135593232,-2.4662035613196935,AFG,GBR
201606,117,-0.22905982905982902,-4.1189333805272614,AFG,GRC
201606,24,2.7999999999999994,0.70180240362931468,AFG,HRV
201606,16,-3.39375,-5.51927865762692,AFG,HUN
201606,306,-0.2104575163398692,-1.1510792515686596,AFG,IND
201606,21,0.0809523809523809,-1.5245966137893565,AFG,IRL
201606,992,2.34828629032258,-1.8575929455118656,AFG,IRN
201606,566,0.41996466431095386,-2.817353210174868,AFG,IRQ
201606,40,-1.36,-2.5466509474037236,AFG,ISR
201606,50,2.758,-2.7641492682051605,AFG,ITA
201606,35,2.0171428571428569,-5.3260866810717564,AFG,JOR
201606,36,-1.1611111111111116,-1.296703420353033,AFG,JPN
201606,38,2.3947368421052637,-0.66596416203692432,AFG,KAZ
201606,13,-5.5384615384615383,0.21133619472588772,AFG,KEN
201606,19,1.357894736842105,-1.863685736291729,AFG,KGZ
201606,24,1.8624999999999998,0.18044387008763751,AFG,KOR
201606,48,2.1854166666666663,-6.7668034299982507,AFG,LBN
201606,32,-0.099999999999999978,-2.826398213064846,AFG,LBY
201606,27,-1.2592592592592593,-2.8286856883485689,AFG,LKA
201606,242,2.7888429752066117,0.976594462725361,AFG,MEX
201606,14,1.1142857142857143,-5.0340504147781049,AFG,MKD
201606,16,4.125,-0.15164242261330937,AFG,MMR
201606,11,-7.6727272727272728,-1.5015460276547665,AFG,MYS
201606,12,-3.5500000000000003,-2.8734854175159188,AFG,NGA
201606,21,0.17619047619047629,-3.6779114029140381,AFG,NLD
201606,11,-10,-5.297952723333875,AFG,NMR
201606,34,0.92941176470588238,-2.6423165016787418,AFG,NOR
201606,503,-6.482504970178927,-6.8514009882021956,AFG,NPL
201606,6280,-0.983773885350319,-3.6703725084409529,AFG,PAK
201606,45,-0.32222222222222235,-0.022571479980162294,AFG,POL
201606,17,-0.73529411764705888,-2.2802651509687357,AFG,PSE
201606,429,2.5825174825174835,1.1537523632122768,AFG,QAT
201606,339,0.63834808259587017,-1.4669570954678042,AFG,RUS
201606,24,1.7874999999999996,-5.5140399923164232,AFG,SAS
201606,175,0.75542857142857123,-2.9089152309718669,AFG,SAU
201606,31,0.13548387096774192,-3.107787877190884,AFG,SDN
201606,41,-2.4463414634146337,-4.8356783819424072,AFG,SOM
201606,11,1.3454545454545455,-4.3148191372781408,AFG,SSD
201606,27,-0.88148148148148153,-2.2292881170849226,AFG,SWE
201606,322,0.76304347826086938,-5.255268787576278,AFG,SYR
201606,15,-1.3533333333333337,-3.6200947586689711,AFG,THA
201606,89,2.6359550561797755,-2.2263474023222449,AFG,TJK
201606,129,1.4666666666666668,-1.0187669966213078,AFG,TKM
201606,283,0.8886925795053,-3.2423397820611175,AFG,TUR
201606,12,-3.3250000000000006,-1.9562878986609415,AFG,UKR
201606,4693,-1.2962497336458556,-3.176234913918667,AFG,USA
201606,192,3.2979166666666662,0.48609417875158328,AFG,UZB
201606,14,-1.5571428571428569,-0.9288578787797771,AFG,VNM
201606,124,0.51612903225806439,-3.2982559566173055,AFG,WST
201606,31,-0.64193548387096766,-5.7613967009290761,AFG,YEM
201606,25,1.0760000000000003,-2.1925800431049445,AFR,AFG
201606,119,-0.50588235294117634,-1.8241156832326979,AFR,AGO
201606,41,1.648780487804878,1.2395484395134611,AFR,ARE
201606,23,0.82173913043478253,0.11165150476380913,AFR,ARG
201606,251,0.76015936254980077,-1.5411693799014023,AFR,AUS
201606,20,-0.865,-0.64058804989441476,AFR,AUT
201606,93,2.0978494623655921,-1.5104575497652548,AFR,BDI
201606,66,2.5090909090909093,-0.36984260097970578,AFR,BEL
201606,21,1.4238095238095236,0.45552185342134233,AFR,BEN
201606,53,2.3377358490566036,-1.652640135865088,AFR,BFA
201606,31,-7.0064516129032253,-5.5474988916302657,AFR,BGD
201606,11,2.8909090909090911,-1.0816964024949842,AFR,BLR
201606,75,2.4866666666666672,-0.89091956414204787,AFR,BRA
201606,12,1.4000000000000001,1.1192658483644957,AFR,BRN
201606,187,3.0048128342245981,0.712819245854342,AFR,BWA
201606,91,0.60219780219780217,-1.942927527396451,AFR,CAF
201606,293,0.59897610921501709,-1.1004961560818982,AFR,CAN
201606,73,0.556164383561644,-2.1006076273142744,AFR,CHE
201606,14,5.1428571428571432,0.2225270710087566,AFR,CHL
201606,555,2.1297297297297297,-0.053908062936901056,AFR,CHN
201606,128,2.1921875,0.63949427507487933,AFR,CIV
201606,63,1.3523809523809522,-0.28664233089813,AFR,CMR
201606,129,0.92945736434108528,-2.6788037422061675,AFR,COD
201606,96,1.8802083333333337,-0.3165423525127718,AFR,COG
201606,13,3.2384615384615381,-1.0559038633896463,AFR,COL
201606,15,0.88,-0.23477521900875331,AFR,CPV
201606,39,2.9384615384615382,1.186586364213214,AFR,CUB
201606,20,2.825,-0.0015523971248704305,AFR,CYP
201606,161,0.83788819875776421,-1.7229871530894671,AFR,DEU
201606,33,0.60909090909090913,0.42230777810414061,AFR,DJI
201606,14,3.157142857142857,1.9750464650886101,AFR,DNK
201606,55,2.5636363636363635,0.57810998394938806,AFR,DZA
201606,12,4.458333333333333,0.42642389583952817,AFR,EAF
201606,309,2.5016181229773458,-0.62366291951156227,AFR,EGY
201606,50,-0.65800000000000014,-5.3110801763870894,AFR,ERI
201606,126,3.14047619047619,-0.071987712052324848,AFR,ESP
201606,400,0.611,-1.8464711890992374,AFR,ETH
201606,707,2.9669024045261674,-0.60163046127389186,AFR,EUR
201606,15,1.9600000000000002,0.35273186854514732,AFR,FIN
201606,259,1.2459459459459461,-0.29524672658030587,AFR,FRA
201606,30,2.49,0.57178925121473567,AFR,GAB
201606,829,0.99022919179734636,-1.8279515713486698,AFR,GBR
201606,334,2.18502994011976,1.3297553638322204,AFR,GHA
201606,44,3.5318181818181826,-0.10462566982613607,AFR,GIN
201606,47,1.3617021276595744,0.11114184807574222,AFR,GMB
201606,25,3.9280000000000008,-1.8411439189797572,AFR,GNB
