YearMonth,NoOfEvents,GoldStein,ToneCount,Actor1CountryCode,Actor2CountryCode
201608,45,1.1955555555555553,-1.0098671509565316,ABW,USA
201608,18,-4,-2.4125213157050744,ABW,VEN
201608,26,-2.1846153846153848,-4.5214503930533727,AFG,AFR
201608,65,3.1215384615384618,-2.3546886198699797,AFG,ARE
201608,12,-1.8666666666666669,-2.9746720322504543,AFG,ARM
201608,501,-1.3027944111776451,-2.9723313398290165,AFG,AUS
201608,15,0.47333333333333322,-0.60244167380071889,AFG,AUT
201608,22,-3.3363636363636364,-1.7308114741603005,AFG,AZE
201608,49,0.26326530612244897,-2.2442743530198062,AFG,BEL
201608,54,-0.26111111111111129,-2.9911143310999315,AFG,BGD
201608,33,-5.3212121212121213,-6.9602949505770288,AFG,BGR
201608,16,2.03125,-2.258937196988851,AFG,BTN
201608,113,-1.921238938053097,-3.0975044611454061,AFG,CAN
201608,13,2.3153846153846152,3.1489058447211571,AFG,CHE
201608,546,2.5772893772893766,-1.5708211246574075,AFG,CHN
201608,11,-0.38181818181818183,-6.0431620969317636,AFG,CUB
201608,249,-3.3132530120481931,-5.3451939584432608,AFG,DEU
201608,11,-2.9454545454545453,-5.3076058379242523,AFG,DNK
201608,23,1.0565217391304347,-1.5349454943225289,AFG,EGY
201608,14,-2.85,-4.8047383289502061,AFG,ESP
201608,158,-1.4816455696202533,-4.0665114527737867,AFG,EUR
201608,171,-2.3473684210526313,-5.0910072791163108,AFG,FRA
201608,216,-1.7236111111111114,-2.5997094854776752,AFG,GBR
201608,66,1.1272727272727272,-4.4610149271508277,AFG,GRC
201608,19,2.4684210526315784,-0.37058040533863457,AFG,HRV
201608,21,2.1619047619047618,-1.2193062490864424,AFG,IDN
201608,310,1.6425806451612899,-2.676435976616196,AFG,IND
201608,13,-5.5076923076923077,-2.7833764582074147,AFG,IRL
201608,841,1.3701545778834721,-1.2701329304834006,AFG,IRN
201608,549,-1.5260473588342438,-2.9313515089529569,AFG,IRQ
201608,36,0.82777777777777783,-1.7063929773674913,AFG,ISR
201608,108,1.6287037037037051,-3.8494521160174942,AFG,ITA
201608,19,0.42105263157894729,-4.2531829804460051,AFG,JOR
201608,30,2.5233333333333334,-1.2005621208292594,AFG,JPN
201608,38,4.0236842105263166,0.52188030100454019,AFG,KAZ
201608,30,1.3299999999999996,-0.778830794460399,AFG,KGZ
201608,17,2.0294117647058822,-2.2552861571980642,AFG,KOR
201608,28,-0.22142857142857128,-3.4013028115554627,AFG,LBN
201608,39,-2.3487179487179484,-4.3044705266020671,AFG,LBY
201608,23,2.7260869565217392,-2.5655630564093483,AFG,LKA
201608,39,-0.082051282051282218,-2.9330979922933844,AFG,MDV
201608,22,-3.7954545454545463,-4.2188484243643254,AFG,MEX
201608,15,-2.1333333333333333,-5.0856726156521805,AFG,NGA
201608,29,0.48620689655172411,-2.3308855459514972,AFG,NOR
201608,54,-0.91296296296296309,-4.2844606935250864,AFG,NPL
201608,4338,-1.1567542646380822,-4.094034110344273,AFG,PAK
201608,22,-4.745454545454546,-4.8547115751450516,AFG,PHL
201608,33,2.3181818181818183,-0.71885511679308733,AFG,POL
201608,65,1.1630769230769229,-4.16710487755886,AFG,QAT
201608,554,-0.0041516245487365887,-2.5781358743988507,AFG,RUS
201608,159,-4.5169811320754718,-3.5595820314225235,AFG,SAS
201608,226,-0.025221238938053211,-3.1806236067017282,AFG,SAU
201608,70,-6.7614285714285707,-7.5236066007414628,AFG,SDN
201608,18,-1.1611111111111112,-2.3493138056813416,AFG,SOM
201608,57,-8.37719298245614,-7.2514736060530769,AFG,SRB
201608,15,-0.72000000000000008,-1.4471920397012894,AFG,SSD
201608,26,-1.7461538461538462,-5.5225355636016342,AFG,SWE
201608,219,-2.1410958904109592,-4.5937845623834512,AFG,SYR
201608,221,0.45520361990950226,-2.8372779825262056,AFG,TJK
201608,27,1.5666666666666667,-2.4548315013590156,AFG,TKM
201608,16,1.4375,-4.552040646271692,AFG,TUN
