YearMonth,NoOfEvents,GoldStein,ToneCount,Actor1CountryCode,Actor2CountryCode
201601,14,2.8642857142857143,0.34270549559671853,ABW,NLD
201601,12,0.975,-3.9407688800824459,AFG,AFR
201601,35,1.2485714285714282,-2.2750010829566278,AFG,ARE
201601,18,1.8333333333333333,-2.4377255509375786,AFG,ARG
201601,115,1.0417391304347827,-0.83705402815666929,AFG,AUS
201601,43,-0.4930232558139534,-6.3281459309726928,AFG,AUT
201601,21,2.2428571428571424,1.784093713591822,AFG,AZE
201601,18,1.4166666666666663,-0.78342877746824768,AFG,BEL
201601,13,0.56923076923076921,-5.9128700206406721,AFG,BGD
201601,11,-5.036363636363637,-5.4151518275435775,AFG,BGR
201601,599,1.172787979966609,-0.65981545434793676,AFG,CAN
201601,136,2.6227941176470582,-1.061862729045153,AFG,CHE
201601,1513,3.6308658294305864,-2.3177479984724152,AFG,CHN
201601,11,1.8181818181818181,-2.1381289856484482,AFG,CYP
201601,13,1.3538461538461539,-3.3733665236472046,AFG,CZE
201601,167,1.7862275449101814,-2.9821932068478114,AFG,DEU
201601,62,0.304838709677419,-5.0399294563043737,AFG,DNK
201601,15,2.1733333333333333,-3.6367855875828541,AFG,EGY
201601,41,-3.3048780487804876,-3.0430944755256375,AFG,ESP
201601,153,2.5450980410856343,-4.3008455497099405,AFG,EUR
201601,311,-4.4816720257234746,-5.5410489363134108,AFG,FRA
201601,302,-1.1447019867549673,-3.4989492917567597,AFG,GBR
201601,19,1.1578947368421051,-3.2680390443528289,AFG,GHA
201601,75,1.2306666688919077,-4.9913043364902387,AFG,GRC
201601,50,-3.9039999999999986,-3.95072452697178,AFG,IDN
201601,123,1.3300813008130092,-1.1648990960504479,AFG,IND
201601,844,1.6706161135745834,-1.5574920629399049,AFG,IRN
201601,850,0.050588235518511666,-3.6170749962325086,AFG,IRQ
201601,14,0.77857142857142858,-3.8948334179299784,AFG,ISR
201601,121,-2.0140495867768573,-4.2938697751857742,AFG,ITA
201601,27,0.76666666666666661,-2.1030496266586418,AFG,JOR
201601,19,-0.51578947368421024,-2.7443909245343883,AFG,JPN
201601,11,1.6,-4.624011789131087,AFG,KEN
201601,27,0.34074074074074084,-0.532234389536287,AFG,KOR
201601,24,-1.291666666666667,-1.789137516637733,AFG,KWT
201601,13,-5.9692307692307685,-5.8657206002781956,AFG,LBN
201601,37,-1.6972972972972973,-3.0491929980218573,AFG,LBY
201601,29,-2.7137931034482756,-3.3939892541093752,AFG,MAR
201601,12,0.65833333333333333,-4.1392026026763391,AFG,MDV
201601,18,0.74444444444444458,-3.3982724101436936,AFG,MEX
201601,15,0.12666666666666679,-4.3456920897322941,AFG,MKD
201601,14,2.6285714285714286,-0.73325681596506687,AFG,NLD
201601,13,0.75384615384615372,-4.10678181039248,AFG,NOR
201601,21,0.88571428571428557,-1.8179647368999738,AFG,NPL
201601,6648,0.022337545142492157,-3.7974088755931632,AFG,PAK
201601,17,3.2352941176470584,1.5579512454216975,AFG,POL
201601,13,-2.5846153846153848,-2.707933234462514,AFG,PRK
201601,314,1.0643312101910829,-1.4598517770791537,AFG,QAT
201601,395,-2.4040506330321119,-4.1534423070465438,AFG,RUS
201601,33,-1.1545454545454548,-1.7175390435030631,AFG,SAS
201601,195,1.2343589743589747,-2.3359236097752838,AFG,SAU
201601,94,1.764893617021277,-4.766493073419988,AFG,SOM
201601,52,1.4480769230769233,-4.3860817564949732,AFG,SWE
201601,304,-0.12532894705471237,-4.1874617718886977,AFG,SYR
201601,127,-2.3488188961359455,-3.9092380927967465,AFG,TJK
201601,117,1.8726495726495738,-1.803648185909088,AFG,TKM
201601,14,-2.9571428571428577,-3.8709169536116632,AFG,TUN
201601,166,3.0560240963855407,-2.1859722708763694,AFG,TUR
201601,12,-1.1500000000000001,-3.7256546879032908,AFG,UKR
201601,3630,0.18771349859631742,-3.0270641615029237,AFG,USA
201601,73,1.3287671232876712,-3.5345772188195279,AFG,UZB
201601,28,-4.3285714285714283,-2.2119227042050764,AFG,VNM
201601,173,-2.0485549132947978,-3.3504488096695688,AFG,WST
201601,51,1.3450980392156862,-3.3795305714171953,AFG,YEM
201601,11,-7.5636363636363635,-8.2221263484584668,AFG,ZAF
201601,15,-6.5066666666666668,-1.3021386011746743,AFG,ZWE
201601,11,1.0545454545454545,-3.7619999538689441,AFR,AFG
201601,51,2.8294117647058825,-0.37969158283667725,AFR,AGO
201601,70,1.8700000000000006,0.0050102842722913286,AFR,ARE
201601,19,3.6526315789473687,-1.5827542562721675,AFR,ARG
201601,162,-0.32407407348538619,-1.6456621520051831,AFR,AUS
201601,452,1.5862831866846669,-2.9379263786628989,AFR,BDI
201601,14,-0.25714285714285751,-3.2432140088340806,AFR,BEL
201601,15,3.4266666666666663,1.0497024220836695,AFR,BEN
201601,145,-0.56620689655172385,-2.744931614088415,AFR,BFA
201601,16,-4.2562500000000005,-5.4391355122550618,AFR,BGD
201601,42,1.2809523809523808,-3.848903794128804,AFR,BHR
201601,90,2.1922222211625852,-1.4501030851531331,AFR,BRA
201601,11,1.6727272727272726,-0.9130145317495546,AFR,BRB
201601,101,2.8970297029702974,3.2448351369243937,AFR,BWA
201601,52,4.1557692307692324,-2.4520865339739752,AFR,CAF
201601,146,0.4554794520547944,-1.7529251505430039,AFR,CAN
201601,81,0.95925925925925981,-1.2402527683205835,AFR,CHE
201601,451,3.0964523286882883,1.2506204207753417,AFR,CHN
201601,69,2.0869565217391308,-0.49511322863905355,AFR,CIV
201601,53,1.2735849056603772,-1.593928115980165,AFR,CMR
